ICD10,ICD10 String,PheCode,Phenotype,Excl. Phecodes,Excl. Phenotypes,sex,pregnancy_related,category,category_string
C93.2,Subacute monocytic leukemia,204.3,Monocytic leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,Both,0.0,2.0,neoplasms
C93.7,Other monocytic leukaemia,204.3,Monocytic leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,Both,0.0,2.0,neoplasms
C93.9,"Monocytic leukaemia, unspecified",204.3,Monocytic leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,Both,0.0,2.0,neoplasms
C94.0,Acute erythroid leukaemia,204,Leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C94.1,Chronic erythremia,204,Leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C94.2,Acute megakaryoblastic leukaemia,204,Leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C94.3,Mast cell leukaemia,204,Leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C94.4,Acute panmyelosis with myelofibrosis,200,Myeloproliferative disease,200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C94.5,Acute myelofibrosis,200,Myeloproliferative disease,200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C94.7,Other specified leukaemias,204,Leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C95,Leukaemia of unspecified cell type,204,Leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C95.0,Acute leukaemia of unspecified cell type,204,Leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C95.1,Chronic leukaemia of unspecified cell type,204,Leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C95.2,Subacute leukemia of unspecified cell type,204,Leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C95.7,Other leukaemia of unspecified cell type,204,Leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C95.9,"Leukaemia, unspecified",204,Leukemia,200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C96.0,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease],202,"Cancer of other lymphoid, histiocytic tissue",200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C96.0,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease],277,Other disorders of metabolism,277-277.99,Other/unspecified disorders of metabolism,,0.0,3.0,endocrine/metabolic
C96.1,Malignant histiocytosis,202,"Cancer of other lymphoid, histiocytic tissue",200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C96.2,Malignant mast cell tumour,202,"Cancer of other lymphoid, histiocytic tissue",200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C96.3,True histiocytic lymphoma,202,"Cancer of other lymphoid, histiocytic tissue",200-204.99,cancer of lymphatic and hematopoietic tissue,,0.0,2.0,neoplasms
C96.7,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue",202.2,Non-Hodgkins lymphoma,200-204.99,cancer of lymphatic and hematopoietic tissue,Both,0.0,2.0,neoplasms
C96.9,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified",202.2,Non-Hodgkins lymphoma,200-204.99,cancer of lymphatic and hematopoietic tissue,Both,0.0,2.0,neoplasms
C97,Malignant neoplasms of independent (primary) multiple sites,195.1,"Malignant neoplasm, other",195-199.99,"Neoplasms: malignant, secondary or uncertain",Both,0.0,2.0,neoplasms
D00.0,"Carcinoma in situ: Lip, oral cavity and pharynx",145,Cancer of mouth,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",Both,0.0,2.0,neoplasms
D00.1,Carcinoma in situ: Oesophagus,150,Cancer of esophagus,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract,,0.0,2.0,neoplasms
D00.2,Carcinoma in situ: Stomach,151,Cancer of stomach,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract,,0.0,2.0,neoplasms
D01,Carcinoma in situ of other and unspecified digestive organs,159,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract,,0.0,2.0,neoplasms
D01.0,Carcinoma in situ: Colon,153.2,Colon cancer,"150-159.99, 208-208.99",GI cancer; benign neoplasms of colon,Both,0.0,2.0,neoplasms
D01.1,Carcinoma in situ: Rectosigmoid junction,153.3,"Malignant neoplasm of rectum, rectosigmoid junction, and anus","150-159.99, 208-208.99",GI cancer; benign neoplasms of colon,Both,0.0,2.0,neoplasms
D01.2,Carcinoma in situ: Rectum,153.3,"Malignant neoplasm of rectum, rectosigmoid junction, and anus","150-159.99, 208-208.99",GI cancer; benign neoplasms of colon,Both,0.0,2.0,neoplasms
D01.3,Carcinoma in situ: Anus and anal canal,153.3,"Malignant neoplasm of rectum, rectosigmoid junction, and anus","150-159.99, 208-208.99",GI cancer; benign neoplasms of colon,Both,0.0,2.0,neoplasms
D01.4,Carcinoma in situ: Other and unspecified parts of intestine,159.2,"Malignant neoplasm of small intestine, including duodenum","140-159.99, 210-211.99",cancer/benign neoplasm of gi tract,Both,0.0,2.0,neoplasms
D01.5,"Carcinoma in situ: Liver, gallbladder and bile ducts",155,Cancer of liver and intrahepatic bile duct,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract,,0.0,2.0,neoplasms
D01.7,Carcinoma in situ: Other specified digestive organs,159,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract,,0.0,2.0,neoplasms
D01.9,"Carcinoma in situ: Digestive organ, unspecified",159,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,"140-159.99, 210-211.99",cancer/benign neoplasm of gi tract,,0.0,2.0,neoplasms
D02.0,Carcinoma in situ: Larynx,149.4,Cancer of larynx,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",Both,0.0,2.0,neoplasms
D02.1,Carcinoma in situ: Trachea,165,Cancer within the respiratory system,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs,,0.0,2.0,neoplasms
D02.2,Carcinoma in situ: Bronchus and lung,165.1,Cancer of bronchus; lung,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs,Both,0.0,2.0,neoplasms
D02.3,Carcinoma in situ: Other parts of respiratory system,165,Cancer within the respiratory system,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs,,0.0,2.0,neoplasms
D02.4,"Carcinoma in situ: Respiratory system, unspecified",165,Cancer within the respiratory system,160-165.99,Malignant neoplasm of respiratory and intrathoracic organs,,0.0,2.0,neoplasms
D03,Melanoma in situ,172.11,Melanomas of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D03.0,Melanoma in situ of lip,172.11,Melanomas of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D03.1,"Melanoma in situ of eyelid, including canthus",172.11,Melanomas of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D03.2,Melanoma in situ of ear and external auricular canal,172.11,Melanomas of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D03.3,Melanoma in situ of other and unspecified parts of face,172.11,Melanomas of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D03.4,Melanoma in situ of scalp and neck,172.11,Melanomas of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D03.5,Melanoma in situ of trunk,172.11,Melanomas of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D03.6,"Melanoma in situ of upper limb, including shoulder",172.11,Melanomas of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D03.7,"Melanoma in situ of lower limb, including hip",172.11,Melanomas of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D03.8,Melanoma in situ of other sites,172.11,Melanomas of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D03.9,"Melanoma in situ, unspecified",172.11,Melanomas of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D04,Carcinoma in situ of skin,172.3,Carcinoma in situ of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D04.0,Carcinoma in situ: Skin of lip,172.3,Carcinoma in situ of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D04.1,"Carcinoma in situ: Skin of eyelid, including canthus",172.3,Carcinoma in situ of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D04.2,Carcinoma in situ: Skin of ear and external auricular canal,172.3,Carcinoma in situ of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D04.3,Carcinoma in situ: Skin of other and unspecified parts of face,172.3,Carcinoma in situ of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D04.4,Carcinoma in situ: Skin of scalp and neck,172.3,Carcinoma in situ of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D04.5,Carcinoma in situ: Skin of trunk,172.3,Carcinoma in situ of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D04.6,"Carcinoma in situ: Skin of upper limb, including shoulder",172.3,Carcinoma in situ of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D04.7,"Carcinoma in situ: Skin of lower limb, including hip",172.3,Carcinoma in situ of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D04.8,Carcinoma in situ: Skin of other sites,172.3,Carcinoma in situ of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D04.9,"Carcinoma in situ: Skin, unspecified",172.3,Carcinoma in situ of skin,172-173.99,Malignant neoplasm of skin,Both,0.0,2.0,neoplasms
D05,Carcinoma in situ of breast,174.1,Breast cancer [female],"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia,Female,0.0,2.0,neoplasms
D05.0,Lobular carcinoma in situ,195,"Cancer, suspected or other",195-199.99,"Neoplasms: malignant, secondary or uncertain",,0.0,2.0,neoplasms
D05.0,Lobular carcinoma in situ,,,,,,,,
D05.0,Lobular carcinoma in situ,187,Cancer of other male genital organs,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs,Male,0.0,2.0,neoplasms
D05.1,Intraductal carcinoma in situ,174.1,Breast cancer [female],"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia,Female,0.0,2.0,neoplasms
D05.7,Other carcinoma in situ of breast,174.1,Breast cancer [female],"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia,Female,0.0,2.0,neoplasms
D05.9,"Carcinoma in situ of breast, unspecified",174.1,Breast cancer [female],"174-184.99, 610-610.99",cancer of female genital organs; breast dysplasia,Female,0.0,2.0,neoplasms
D06,Carcinoma in situ of cervix uteri,180.3,Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia],"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear,Female,0.0,2.0,neoplasms
D06.0,Carcinoma in situ: Endocervix,180.3,Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia],"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear,Female,0.0,2.0,neoplasms
D06.1,Carcinoma in situ: Exocervix,180.3,Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia],"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear,Female,0.0,2.0,neoplasms
D06.7,Carcinoma in situ: Other parts of cervix,180.3,Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia],"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear,Female,0.0,2.0,neoplasms
D06.9,"Carcinoma in situ: Cervix, unspecified",180.3,Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia],"174-184.99, 218-218.99, 792-792.99",cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear,Female,0.0,2.0,neoplasms
D07.0,Carcinoma in situ: Endometrium,182,Malignant neoplasm of uterus,"174-184.99, 218-218.99",cancer of female genital organs; benign neoplasm of uterus,Female,0.0,2.0,neoplasms
D07.1,Carcinoma in situ: Vulva,184.2,"Cancer of other female genital organs, excluding uterus and ovary","174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs,Female,0.0,2.0,neoplasms
D07.2,Carcinoma in situ: Vagina,184.2,"Cancer of other female genital organs, excluding uterus and ovary","174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs,Female,0.0,2.0,neoplasms
D07.3,Carcinoma in situ: Other and unspecified female genital organs,184.2,"Cancer of other female genital organs, excluding uterus and ovary","174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs,Female,0.0,2.0,neoplasms
D07.4,Carcinoma in situ: Penis,187,Cancer of other male genital organs,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs,Male,0.0,2.0,neoplasms
D07.5,Carcinoma in situ: Prostate,185,Cancer of prostate,"185-187.99, 796-796.99, 600-602.99",male genital disorders/cancer/neoplasms; elevated psa,Male,0.0,2.0,neoplasms
D07.6,Carcinoma in situ: Other and unspecified male genital organs,187,Cancer of other male genital organs,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs,Male,0.0,2.0,neoplasms
D09,Carcinoma in situ of other and unspecified sites,195,"Cancer, suspected or other",195-199.99,"Neoplasms: malignant, secondary or uncertain",,0.0,2.0,neoplasms
D09.0,Carcinoma in situ: Bladder,189.2,Cancer of bladder,188-189.99,"Malignant neoplasm of badder, kidney and other urinary organs",Both,0.0,2.0,neoplasms
D09.1,Carcinoma in situ: Other and unspecified urinary organs,189,Cancer of urinary organs (incl. kidney and bladder),188-189.99,"Malignant neoplasm of badder, kidney and other urinary organs",,0.0,2.0,neoplasms
D09.2,Carcinoma in situ: Eye,190,Cancer of eye,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system",,0.0,2.0,neoplasms
D09.3,Carcinoma in situ: Thyroid and other endocrine glands,195,"Cancer, suspected or other",195-199.99,"Neoplasms: malignant, secondary or uncertain",,0.0,2.0,neoplasms
D09.7,Carcinoma in situ of other specified sites,195,"Cancer, suspected or other",195-199.99,"Neoplasms: malignant, secondary or uncertain",,0.0,2.0,neoplasms
D09.9,"Carcinoma in situ, unspecified",195,"Cancer, suspected or other",195-199.99,"Neoplasms: malignant, secondary or uncertain",,0.0,2.0,neoplasms
D10,Benign neoplasm of mouth and pharynx,210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms
D10.0,Benign neoplasm: Lip,210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms
D10.1,Benign neoplasm: Tongue,210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms
D10.2,Benign neoplasm: Floor of mouth,210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms
D10.3,Benign neoplasm: Other and unspecified parts of mouth,210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms
D10.4,Benign neoplasm: Tonsil,210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms
D10.5,Benign neoplasm: Other parts of oropharynx,210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms
D10.6,Benign neoplasm: Nasopharynx,210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms
D10.7,Benign neoplasm: Hypopharynx,210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms
D10.9,"Benign neoplasm: Pharynx, unspecified",210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms
D11,Benign neoplasm of major salivary glands,210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms
D11.0,Benign neoplasm: Parotid gland,210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms
D11.7,Benign neoplasm: Other major salivary glands,210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms
D11.9,"Benign neoplasm: Major salivary gland, unspecified",210,"Benign neoplasm of lip, oral cavity, and pharynx","140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",,0.0,2.0,neoplasms
D12,"Benign neoplasm of colon, rectum, anus and anal canal",208,Benign neoplasm of colon,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon,,0.0,2.0,neoplasms
D12.0,Benign neoplasm: Caecum,208,Benign neoplasm of colon,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon,,0.0,2.0,neoplasms
D12.1,Benign neoplasm: Appendix,208,Benign neoplasm of colon,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon,,0.0,2.0,neoplasms
D12.2,Benign neoplasm: Ascending colon,208,Benign neoplasm of colon,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon,,0.0,2.0,neoplasms
D12.3,Benign neoplasm: Transverse colon,208,Benign neoplasm of colon,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon,,0.0,2.0,neoplasms
D12.4,Benign neoplasm: Descending colon,208,Benign neoplasm of colon,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon,,0.0,2.0,neoplasms
D12.5,Benign neoplasm: Sigmoid colon,208,Benign neoplasm of colon,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon,,0.0,2.0,neoplasms
