prowas_code,prowas_desc,cpt,cpt text,ccs,CCS Label
19.15,"Repair, ectropion",67923,Repair of entropion; excision tarsal wedge,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.15,"Repair, ectropion",67924,Repair of entropion; extensive (eg; tarsal strip or capsulopalpebral fascia repairs operation),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.16,"Suture eyelids, wound",67930,Suture of recent wound; eyelid; involving lid margin; tarsus; and/or palpebral conjunctiva direct closure; partial thickness,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.16,"Suture eyelids, wound",67935,Suture of recent wound; eyelid; involving lid margin; tarsus; and/or palpebral conjunctiva direct closure; full thickness,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.3,Removal of foreign body,67938,Removal of embedded foreign body; eyelid,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.13,"Repair, eye lid",67950,Canthoplasty (reconstruction of canthus),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.13,"Repair, eye lid",67961,Excision and repair of eyelid; involving lid margin; tarsus; conjunctiva; canthus; or full thickness; may include preparation for skin graft or pedicle flap with adjacent tissue transfer or rearrangement; up to one-fourth of lid margin,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.13,"Repair, eye lid",67966,Excision and repair of eyelid; involving lid margin; tarsus; conjunctiva; canthus; or full thickness; may include preparation for skin graft or pedicle flap with adjacent tissue transfer or rearrangement; over one-fourth of lid margin,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.17,Eyelid reconstructuon,67971,Reconstruction of eyelid; full thickness by transfer of tarsoconjunctival flap from opposing eyelid; up to two-thirds of eyelid; 1 stage or first stage,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.17,Eyelid reconstructuon,67973,Reconstruction of eyelid; full thickness by transfer of tarsoconjunctival flap from opposing eyelid; total eyelid; lower; 1 stage or first stage,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.17,Eyelid reconstructuon,67974,Reconstruction of eyelid; full thickness by transfer of tarsoconjunctival flap from opposing eyelid; total eyelid; upper; 1 stage or first stage,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.17,Eyelid reconstructuon,67975,Reconstruction of eyelid; full thickness by transfer of tarsoconjunctival flap from opposing eyelid; second stage,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.18,"Misc procedure, eyelid",67999,Unlisted procedure; eyelids,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68020,Incision of conjunctiva; drainage of cyst,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68040,Expression of conjunctival follicles (eg; for trachoma),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68110,Excision of lesion; conjunctiva; up to 1 cm,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68115,Excision of lesion; conjunctiva; over 1 cm,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68130,Excision of lesion; conjunctiva; with adjacent sclera,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68135,Destruction of lesion; conjunctiva,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68200,Subconjunctival injection,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68320,Conjunctivoplasty; with conjunctival graft or extensive rearrangement,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68325,Conjunctivoplasty; with buccal mucous membrane graft (includes obtaining graft),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68326,Conjunctivoplasty; reconstruction cul-de-sac; with conjunctival graft or extensive rearrangement,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68328,Conjunctivoplasty; reconstruction cul-de-sac; with buccal mucous membrane graft (includes obtaining graft),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68330,Repair of symblepharon; conjunctivoplasty; without graft,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68335,Repair of symblepharon; with free graft conjunctiva or buccal mucous membrane (includes obtaining graft),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68340,Repair of symblepharon; division of symblepharon; with or without insertion of conformer or contact lens,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68360,Conjunctival flap; bridge or partial (separate procedure),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68362,Conjunctival flap; total (such as Gunderson thin flap or purse string flap),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68371,Harvesting conjunctival allograft; living donor,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68399,Unlisted procedure; conjunctiva,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68400,Incision; drainage of lacrimal gland,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68420,Incision; drainage of lacrimal sac (dacryocystotomy or dacryocystostomy),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68440,Snip incision of lacrimal punctum,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68500,Excision of lacrimal gland (dacryoadenectomy); except for tumor; total,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68505,Excision of lacrimal gland (dacryoadenectomy); except for tumor; partial,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68520,Excision of lacrimal sac (dacryocystectomy),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68530,Removal of foreign body or dacryolith; lacrimal passages,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68540,Excision of lacrimal gland tumor; frontal approach,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68550,Excision of lacrimal gland tumor; involving osteotomy,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68700,Plastic repair of canaliculi,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68705,Correction of everted punctum; cautery,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68720,Dacryocystorhinostomy (fistulization of lacrimal sac to nasal cavity),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68745,Conjunctivorhinostomy (fistulization of conjunctiva to nasal cavity); without tube,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",68750,Conjunctivorhinostomy (fistulization of conjunctiva to nasal cavity); with insertion of tube or stent,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68760,Closure of the lacrimal punctum; by thermocauterization; ligation; or laser surgery,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68761,Closure of the lacrimal punctum; by plug; each,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68770,Closure of lacrimal fistula (separate procedure),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68800,[EXPIRED]-Dilation of lacrimal punctum; with or without irrigation; unilateral or bilatera,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68801,Dilation of lacrimal punctum; with or without irrigation,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68810,Probing of nasolacrimal duct; with or without irrigation,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68811,Probing of nasolacrimal duct; with or without irrigation; requiring general anesthesia,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68815,Probing of nasolacrimal duct; with or without irrigation; with insertion of tube or stent,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68816,Probing of nasolacrimal duct; with or without irrigation; with transluminal balloon catheter dilation,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68820,[EXPIRED]-Probing of nasolacrimal duct; with or without irrigation; unilateral or bilatera,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68825,[EXPIRED]-Probing of nasolacrimal duct; with or without irrigation; unilateral or bilatera,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68830,[EXPIRED]-Probing of nasolacrimal duct; with or without irrigation; unilateral or bilatera,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.21,"Procedure, lacrymal",68840,Probing of lacrimal canaliculi; with or without irrigation,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.6,"Surgical procedure, cornea",0099T,Implantation of intrastromal corneal ring segments,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.19,"Conjuctiva, procedure",0124T,[EXPIRED]-Conjunctival incision with posterior extrascleral placement of pharmacological agent (does not include supply of medication),19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
19.22,"Procedure, meibomian glands",0207T,Evacuation of meibomian glands; automated; using heat and intermittent pressure; unilateral,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
20.5,removal,65265,Removal of foreign body; intraocular; from posterior segment; nonmagnetic extraction,20,Other intraocular therapeutic procedures
20.5,removal,65805,[EXPIRED]-Paracentesis of anterior chamber of eye (separate procedure); with therapeutic release of aqueous,20,Other intraocular therapeutic procedures
20.5,removal,65810,Paracentesis of anterior chamber of eye (separate procedure); with removal of vitreous and/or discission of anterior hyaloid membrane; with or without air injection,20,Other intraocular therapeutic procedures
20.5,removal,65815,Paracentesis of anterior chamber of eye (separate procedure); with removal of blood; with or without irrigation and/or air injection,20,Other intraocular therapeutic procedures
20.9,severing adhesions,65860,Severing adhesions of anterior segment; laser technique (separate procedure),20,Other intraocular therapeutic procedures
20.9,severing adhesions,65865,Severing adhesions of anterior segment of eye; incisional technique (with or without injection of air or liquid) (separate procedure); goniosynechiae,20,Other intraocular therapeutic procedures
20.9,severing adhesions,65870,Severing adhesions of anterior segment of eye; incisional technique (with or without injection of air or liquid) (separate procedure); anterior synechiae; except goniosynechiae,20,Other intraocular therapeutic procedures
20.9,severing adhesions,65875,Severing adhesions of anterior segment of eye; incisional technique (with or without injection of air or liquid) (separate procedure); posterior synechiae,20,Other intraocular therapeutic procedures
